Reservoir,Site,Date,Time,Depth_m,Filter,Fe_mgL,Mn_mgL,count_Fe_mgL,count_Mn_mgL
BVR,50,2016-07-21,NA      ,6,T,0.369,0.124,1,1
BVR,50,2016-07-21,NA      ,9,S,2.72,1.754,1,1
BVR,50,2016-07-21,NA      ,9,T,2.881,1.747,1,1
BVR,50,2016-07-21,NA      ,11,S,12.199,2.368,1,1
BVR,50,2016-07-21,NA      ,11,T,12.323,2.384,1,1
BVR,50,2016-07-28,NA      ,0.1,S,0.069,0.001,1,1
BVR,50,2016-07-28,NA      ,0.1,T,0.331,0.031,1,1
BVR,50,2016-07-28,NA      ,3,S,0.078,0.003,1,1
BVR,50,2016-07-28,NA      ,3,T,0.365,0.034,1,1
BVR,50,2016-07-28,NA      ,6,S,0.006,0.016,1,1
BVR,50,2016-07-28,NA      ,6,T,0.372,0.084,1,1
BVR,50,2016-07-28,NA      ,9,S,2.97,1.48,1,1
BVR,50,2016-07-28,NA      ,9,T,2.967,1.331,1,1
BVR,50,2016-07-28,NA      ,11,S,12.211,2.544,1,1
BVR,50,2016-07-28,NA      ,11,T,12.365,2.576,1,1
BVR,50,2016-08-11,NA      ,0.1,S,0.131,0.001,1,1
BVR,50,2016-08-11,NA      ,0.1,T,0.416,0.025,1,1
BVR,50,2016-08-11,NA      ,3,S,0.083,0.003,1,1
BVR,50,2016-08-11,NA      ,3,T,0.429,0.03,1,1
BVR,50,2016-08-11,NA      ,6,S,0.009,0.034,1,1
BVR,50,2016-08-11,NA      ,6,T,0.521,0.195,1,1
BVR,50,2016-08-11,NA      ,9,S,10.352,3.27,1,1
BVR,50,2016-08-11,NA      ,9,T,11.739,3.508,1,1
BVR,50,2016-08-11,NA      ,11,S,23.304,3.619,1,1
BVR,50,2016-08-11,NA      ,11,T,23.81,3.654,1,1
BVR,50,2016-08-16,NA      ,0.1,S,0.132,0.001,1,1
BVR,50,2016-08-16,NA      ,0.1,T,0.319,0.019,1,1
BVR,50,2016-08-16,NA      ,3,S,0.147,0.001,1,1
BVR,50,2016-08-16,NA      ,3,T,0.405,0.027,1,1
BVR,50,2016-08-16,NA      ,6,S,0.016,0.005,1,1
BVR,50,2016-08-16,NA      ,6,T,0.474,0.07,1,1
BVR,50,2016-08-16,NA      ,9,S,6.041,2.888,1,1
BVR,50,2016-08-16,NA      ,9,T,6.641,2.872,1,1
BVR,50,2016-08-16,NA      ,11,S,15.411,3.072,1,1
BVR,50,2016-08-16,NA      ,11,T,16.222,3.104,1,1
BVR,50,2016-08-23,NA      ,0.1,S,0.12,0.001,1,1
BVR,50,2016-08-23,NA      ,0.1,T,0.398,0.021,1,1
BVR,50,2016-08-23,NA      ,3,S,0.107,0.007,1,1
BVR,50,2016-08-23,NA      ,3,T,0.399,0.025,1,1
BVR,50,2016-08-23,NA      ,6,S,0.004,0.006,1,1
BVR,50,2016-08-23,NA      ,6,T,0.248,0.03,1,1
BVR,50,2016-08-23,NA      ,9,S,14.369,3.67,1,1
BVR,50,2016-08-23,NA      ,9,T,14.598,3.693,1,1
BVR,50,2016-08-23,NA      ,11,S,22.55,3.692,1,1
BVR,50,2016-08-23,NA      ,11,T,22.854,3.708,1,1
BVR,50,2016-09-06,NA      ,0.1,S,0.155,0.001,1,1
BVR,50,2016-09-06,NA      ,0.1,T,0.444,0.026,1,1
BVR,50,2016-09-06,NA      ,3,S,0.117,0.001,1,1
BVR,50,2016-09-06,NA      ,3,T,0.443,0.028,1,1
BVR,50,2016-09-06,NA      ,6,S,0.004,0.028,1,1
BVR,50,2016-09-06,NA      ,6,T,0.5,0.08,1,1
BVR,50,2016-09-06,NA      ,9,S,9.586,3.457,1,1
BVR,50,2016-09-06,NA      ,9,T,9.891,3.451,1,1
BVR,50,2016-09-06,NA      ,11,S,25.346,3.875,1,1
BVR,50,2016-09-06,NA      ,11,T,25.198,3.831,1,1
BVR,50,2016-09-27,NA      ,0.1,S,0.149,0.005,1,1
BVR,50,2016-09-27,NA      ,0.1,T,0.482,0.036,1,1
BVR,50,2016-09-27,NA      ,3,S,0.135,0.005,1,1
BVR,50,2016-09-27,NA      ,3,T,0.482,0.036,1,1
BVR,50,2016-09-27,NA      ,6,S,0.065,0.354,1,1
BVR,50,2016-09-27,NA      ,6,T,0.741,0.368,1,1
BVR,50,2016-09-27,NA      ,9,S,11.429,3.906,1,1
BVR,50,2016-09-27,NA      ,9,T,12.658,3.985,1,1
BVR,50,2016-09-27,NA      ,11,S,26.363,3.995,1,1
BVR,50,2016-09-27,NA      ,11,T,25.726,4.03,1,1
BVR,50,2016-10-11,NA      ,0.1,S,0.12,0.027,1,1
BVR,50,2016-10-11,NA      ,0.1,T,0.42,0.144,1,1
BVR,50,2016-10-11,NA      ,3,S,0.11,0.027,1,1
BVR,50,2016-10-11,NA      ,3,T,0.419,0.146,1,1
BVR,50,2016-10-11,NA      ,6,S,0.142,0.027,1,1
BVR,50,2016-10-11,NA      ,6,T,0.411,0.139,1,1
BVR,50,2016-10-11,NA      ,9,S,5.161,1.859,1,1
BVR,50,2016-10-11,NA      ,9,T,5.301,1.876,1,1
BVR,50,2016-10-11,NA      ,11,S,24.3,3.826,1,1
BVR,50,2016-10-11,NA      ,11,T,25.104,3.897,1,1
BVR,50,2016-10-25,NA      ,0.1,S,0.189,0.262,1,1
BVR,50,2016-10-25,NA      ,0.1,T,0.992,0.279,1,1
BVR,50,2016-10-25,NA      ,3,S,0.2,0.262,1,1
BVR,50,2016-10-25,NA      ,3,T,0.976,0.278,1,1
BVR,50,2016-10-25,NA      ,6,S,0.209,0.263,1,1
BVR,50,2016-10-25,NA      ,6,T,1.014,0.283,1,1
BVR,50,2016-10-25,NA      ,9,S,2.068,0.595,1,1
BVR,50,2016-10-25,NA      ,9,T,3.153,0.615,1,1
BVR,50,2016-10-25,NA      ,11,S,28.95,3.686,1,1
BVR,50,2016-10-25,NA      ,11,T,29.408,3.676,1,1
BVR,50,2017-03-17,NA      ,0.1,S,0.019,0.001,1,1
BVR,50,2017-03-17,NA      ,0.1,T,0.253,0.026,1,1
BVR,50,2017-03-17,NA      ,3,S,0.032,0.001,1,1
BVR,50,2017-03-17,NA      ,3,T,0.239,0.022,1,1
BVR,50,2017-03-17,NA      ,6,S,0.017,0.001,1,1
BVR,50,2017-03-17,NA      ,6,T,0.241,0.021,1,1
BVR,50,2017-03-17,NA      ,9,S,0.043,0.001,1,1
BVR,50,2017-03-17,NA      ,9,T,0.264,0.021,1,1
BVR,50,2017-03-17,NA      ,11,S,0.068,0.001,1,1
BVR,50,2017-03-17,NA      ,11,T,0.243,0.021,1,1
BVR,50,2017-04-10,NA      ,0.1,S,0.033,0.001,1,1
BVR,50,2017-04-10,NA      ,0.1,T,0.182,0.029,1,1
BVR,50,2017-04-10,NA      ,3,S,0.044,0.001,1,1
BVR,50,2017-04-10,NA      ,3,T,0.179,0.029,1,1
BVR,50,2017-04-10,NA      ,6,S,0.036,0.001,1,1
BVR,50,2017-04-10,NA      ,6,T,0.192,0.033,1,1
BVR,50,2017-04-10,NA      ,9,S,0.027,0.012,1,1
BVR,50,2017-04-10,NA      ,9,T,0.296,0.086,1,1
BVR,50,2017-04-10,NA      ,11,S,0.034,0.051,1,1
BVR,50,2017-04-10,NA      ,11,T,0.439,0.168,1,1
BVR,50,2017-05-05,NA      ,0.1,S,0.025,0.004,1,1
BVR,50,2017-05-05,NA      ,0.1,T,0.15,0.018,1,1
BVR,50,2017-05-05,NA      ,3,S,0.027,0.004,1,1
BVR,50,2017-05-05,NA      ,3,T,0.239,0.021,1,1
BVR,50,2017-05-05,NA      ,6,S,0.014,0.001,1,1
BVR,50,2017-05-05,NA      ,6,T,0.091,0.026,1,1
BVR,50,2017-05-05,NA      ,9,S,0.011,0.067,1,1
BVR,50,2017-05-05,NA      ,9,T,0.114,0.118,1,1
BVR,50,2017-05-05,NA      ,11,S,0.047,0.68,1,1
BVR,50,2017-05-05,NA      ,11,T,0.758,0.716,1,1
BVR,50,2017-05-10,NA      ,0.1,S,0.015,0.001,1,1
BVR,50,2017-05-10,NA      ,0.1,T,0.213,0.022,1,1
BVR,50,2017-05-10,NA      ,3,S,0.041,0.001,1,1
BVR,50,2017-05-10,NA      ,3,T,0.171,0.021,1,1
BVR,50,2017-05-10,NA      ,6,S,0.024,0.001,1,1
BVR,50,2017-05-10,NA      ,6,T,0.12,0.049,1,1
BVR,50,2017-05-10,NA      ,9,S,0.01,0.242,1,1
BVR,50,2017-05-10,NA      ,9,T,0.285,0.338,1,1
BVR,50,2017-05-10,NA      ,11,S,0.36,0.819,1,1
BVR,50,2017-05-10,NA      ,11,T,0.976,0.819,1,1
BVR,50,2017-05-18,NA      ,0.1,S,0.014,0.001,1,1
BVR,50,2017-05-18,NA      ,0.1,T,0.016,0.001,1,1
BVR,50,2017-05-18,NA      ,3,S,0.019,0.002,1,1
BVR,50,2017-05-18,NA      ,3,T,0.011,0.001,1,1
BVR,50,2017-05-18,NA      ,6,S,0.004,0.006,1,1
BVR,50,2017-05-18,NA      ,6,T,0.004,0.002,1,1
BVR,50,2017-05-18,NA      ,9,S,NA,NA,1,1
BVR,50,2017-05-18,NA      ,9,T,NA,NA,1,1
BVR,50,2017-05-18,NA      ,11,S,NA,NA,1,1
BVR,50,2017-05-18,NA      ,11,T,NA,NA,1,1
BVR,50,2017-05-25,NA      ,0.1,S,0.044,0.002,1,1
BVR,50,2017-05-25,NA      ,0.1,T,0.211,0.031,1,1
BVR,50,2017-05-25,NA      ,3,S,0.054,0.002,1,1
BVR,50,2017-05-25,NA      ,3,T,0.212,0.032,1,1
BVR,50,2017-05-25,NA      ,6,S,0.013,0.059,1,1
BVR,50,2017-05-25,NA      ,6,T,0.15,0.095,1,1
BVR,50,2017-05-25,NA      ,9,S,0.325,0.887,1,1
BVR,50,2017-05-25,NA      ,9,T,1.01,0.905,1,1
BVR,50,2017-05-25,NA      ,11,S,5.882,1.542,1,1
BVR,50,2017-05-25,NA      ,11,T,6.29,1.573,1,1
BVR,50,2017-06-01,NA      ,0.1,S,0.051,0.001,1,1
BVR,50,2017-06-01,NA      ,0.1,T,0.245,0.031,1,1
BVR,50,2017-06-01,NA      ,3,S,0.054,0.001,1,1
BVR,50,2017-06-01,NA      ,3,T,0.241,0.027,1,1
BVR,50,2017-06-01,NA      ,6,S,0.016,0.023,1,1
BVR,50,2017-06-01,NA      ,6,T,0.223,0.071,1,1
BVR,50,2017-06-01,NA      ,9,S,4.349,1.356,1,1
BVR,50,2017-06-01,NA      ,9,T,5.431,1.581,1,1
BVR,50,2017-06-01,NA      ,11,S,7.795,1.703,1,1
BVR,50,2017-06-01,NA      ,11,T,7.488,1.691,1,1
BVR,50,2017-06-05,NA      ,0.1,S,0.069,0.001,1,1
BVR,50,2017-06-05,NA      ,0.1,T,0.327,0.034,1,1
BVR,50,2017-06-05,NA      ,3,S,0.064,0.001,1,1
BVR,50,2017-06-05,NA      ,3,T,0.331,0.035,1,1
BVR,50,2017-06-05,NA      ,6,S,0.006,0.187,1,1
BVR,50,2017-06-05,NA      ,6,T,0.213,0.266,1,1
BVR,50,2017-06-05,NA      ,9,S,6.012,1.713,1,1
BVR,50,2017-06-05,NA      ,9,T,6.129,1.714,1,1
BVR,50,2017-06-05,NA      ,11,S,6.236,1.544,1,1
BVR,50,2017-06-05,NA      ,11,T,6.384,1.549,1,1
BVR,50,2017-06-15,NA      ,0.1,S,0.108,0.001,1,1
BVR,50,2017-06-15,NA      ,0.1,T,0.341,0.027,1,1
BVR,50,2017-06-15,NA      ,3,S,0.089,0.001,1,1
BVR,50,2017-06-15,NA      ,3,T,0.317,0.026,1,1
BVR,50,2017-06-15,NA      ,6,S,0.028,0.03,1,1
BVR,50,2017-06-15,NA      ,6,T,0.259,0.095,1,1
BVR,50,2017-06-15,NA      ,9,S,6.886,1.717,1,1
BVR,50,2017-06-15,NA      ,9,T,7.475,1.782,1,1
BVR,50,2017-06-15,NA      ,11,S,6.66,1.369,1,1
BVR,50,2017-06-15,NA      ,11,T,7.266,1.47,1,1
BVR,50,2017-06-22,NA      ,0.1,S,0.169,0.001,1,1
BVR,50,2017-06-22,NA      ,0.1,T,0.469,0.035,1,1
BVR,50,2017-06-22,NA      ,3,S,0.14,0.001,1,1
BVR,50,2017-06-22,NA      ,3,T,0.43,0.031,1,1
BVR,50,2017-06-22,NA      ,6,S,0.018,0.154,1,1
BVR,50,2017-06-22,NA      ,6,T,0.39,0.23,1,1
BVR,50,2017-06-22,NA      ,9,S,4.305,1.325,1,1
BVR,50,2017-06-22,NA      ,9,T,4.513,1.338,1,1
BVR,50,2017-06-22,NA      ,11,S,8.75,1.67,1,1
BVR,50,2017-06-22,NA      ,11,T,8.681,1.647,1,1
BVR,50,2017-06-29,NA      ,0.1,S,0.197,0.001,1,1
BVR,50,2017-06-29,NA      ,0.1,T,0.556,0.033,1,1
BVR,50,2017-06-29,NA      ,3,S,0.143,0.002,1,1
BVR,50,2017-06-29,NA      ,3,T,0.561,0.039,1,1
BVR,50,2017-06-29,NA      ,6,S,0.824,0.75,1,1
BVR,50,2017-06-29,NA      ,6,T,1.147,0.827,1,1
BVR,50,2017-06-29,NA      ,9,S,6.71,1.541,1,1
BVR,50,2017-06-29,NA      ,9,T,7.056,1.557,1,1
BVR,50,2017-06-29,NA      ,11,S,11.16,2.057,1,1
BVR,50,2017-06-29,NA      ,11,T,11.303,2.029,1,1
BVR,50,2017-07-08,NA      ,0.1,S,0.295,0.005,1,1
BVR,50,2017-07-08,NA      ,0.1,T,0.671,0.038,1,1
BVR,50,2017-07-08,NA      ,3,S,0.314,0.007,1,1
BVR,50,2017-07-08,NA      ,3,T,0.672,0.039,1,1
BVR,50,2017-07-08,NA      ,6,S,0.333,0.734,1,1
BVR,50,2017-07-08,NA      ,6,T,0.804,0.744,1,1
BVR,50,2017-07-08,NA      ,9,S,8.999,1.939,1,1
BVR,50,2017-07-08,NA      ,9,T,10.322,2.054,1,1
BVR,50,2017-07-08,NA      ,11,S,14.356,2.171,1,1
BVR,50,2017-07-08,NA      ,11,T,14.356,2.171,1,1
BVR,50,2017-07-13,NA      ,0.1,S,0.414,0.009,1,1
BVR,50,2017-07-13,NA      ,0.1,T,0.802,0.041,1,1
BVR,50,2017-07-13,NA      ,3,S,0.321,0.032,1,1
BVR,50,2017-07-13,NA      ,3,T,0.841,0.065,1,1
BVR,50,2017-07-13,NA      ,6,S,1.172,1.172,1,1
BVR,50,2017-07-13,NA      ,6,T,1.453,1.187,1,1
BVR,50,2017-07-13,NA      ,9,S,11.317,2.128,1,1
BVR,50,2017-07-13,NA      ,9,T,11.937,2.175,1,1
BVR,50,2017-07-20,NA      ,0.1,S,0.697,0.003,1,1
BVR,50,2017-07-20,NA      ,0.1,T,1.097,0.044,1,1
BVR,50,2017-07-20,NA      ,3,S,0.342,0.092,1,1
BVR,50,2017-07-20,NA      ,3,T,0.922,0.14,1,1
BVR,50,2017-07-20,NA      ,6,S,3.131,1.81,1,1
BVR,50,2017-07-20,NA      ,6,T,3.2,1.794,1,1
BVR,50,2017-07-20,NA      ,9,S,14.195,2.335,1,1
BVR,50,2017-07-20,NA      ,9,T,13.742,2.292,1,1
BVR,50,2017-07-27,NA      ,0.1,S,0.575,0.002,1,1
BVR,50,2017-07-27,NA      ,0.1,T,1.149,0.044,1,1
BVR,50,2017-07-27,NA      ,3,S,0.187,0.431,1,1
BVR,50,2017-07-27,NA      ,3,T,0.986,0.368,1,1
BVR,50,2017-07-27,NA      ,6,S,1.905,1.188,1,1
BVR,50,2017-07-27,NA      ,6,T,2.289,1.193,1,1
BVR,50,2017-07-27,NA      ,9,S,12.767,2.282,1,1
BVR,50,2017-07-27,NA      ,9,T,12.576,2.265,1,1
BVR,50,2017-08-03,NA      ,0.1,S,0.36,0.001,1,1
BVR,50,2017-08-03,NA      ,0.1,T,0.627,0.033,1,1
BVR,50,2017-08-03,NA      ,3,S,0.295,0.003,1,1
BVR,50,2017-08-03,NA      ,3,T,0.654,0.045,1,1
BVR,50,2017-08-03,NA      ,6,S,2.952,1.45,1,1
BVR,50,2017-08-03,NA      ,6,T,3.235,1.476,1,1
BVR,50,2017-08-03,NA      ,9,S,15.094,2.454,1,1
BVR,50,2017-08-03,NA      ,9,T,14.912,2.429,1,1
BVR,50,2017-08-10,NA      ,0.1,S,0.249,0.001,1,1
BVR,50,2017-08-10,NA      ,0.1,T,0.675,0.038,1,1
BVR,50,2017-08-10,NA      ,3,S,0.116,0.077,1,1
BVR,50,2017-08-10,NA      ,3,T,0.678,0.15,1,1
BVR,50,2017-08-10,NA      ,6,S,5.589,2.239,1,1
BVR,50,2017-08-10,NA      ,6,T,5.395,2.25,1,1
BVR,50,2017-08-10,NA      ,9,S,13.575,2.359,1,1
BVR,50,2017-08-10,NA      ,9,T,15.337,2.477,1,1
BVR,50,2017-08-17,NA      ,0.1,S,0.419,0.003,1,1
BVR,50,2017-08-17,NA      ,0.1,T,0.752,0.036,1,1
BVR,50,2017-08-17,NA      ,3,S,0.169,0.006,1,1
BVR,50,2017-08-17,NA      ,3,T,0.76,0.058,1,1
BVR,50,2017-08-17,NA      ,6,S,4.492,1.978,1,1
BVR,50,2017-08-17,NA      ,6,T,4.369,1.906,1,1
BVR,50,2017-08-17,NA      ,9,S,16.304,2.54,1,1
BVR,50,2017-08-17,NA      ,9,T,16.933,2.594,1,1
BVR,50,2017-08-24,NA      ,0.1,S,NA,NA,1,1
BVR,50,2017-08-24,NA      ,0.1,T,NA,NA,1,1
BVR,50,2017-08-24,NA      ,3,S,NA,NA,1,1
BVR,50,2017-08-24,NA      ,3,T,NA,NA,1,1
BVR,50,2017-08-24,NA      ,6,S,NA,NA,1,1
BVR,50,2017-08-24,NA      ,6,T,NA,NA,1,1
BVR,50,2017-08-24,NA      ,9,S,NA,NA,1,1
BVR,50,2017-08-24,NA      ,9,T,NA,NA,1,1
BVR,50,2017-09-05,NA      ,0.1,S,0.161,0.003,1,1
BVR,50,2017-09-05,NA      ,0.1,T,0.55,0.052,1,1
BVR,50,2017-09-05,NA      ,3,S,0.123,0.003,1,1
BVR,50,2017-09-05,NA      ,3,T,0.564,0.078,1,1
BVR,50,2017-09-05,NA      ,6,S,1.983,1.322,1,1
BVR,50,2017-09-05,NA      ,6,T,2.269,1.487,1,1
BVR,50,2017-09-05,NA      ,9,S,16.25,2.382,1,1
BVR,50,2017-09-05,NA      ,9,T,14.879,2.309,1,1
BVR,50,2017-09-19,NA      ,0.1,S,0.223,0.002,1,1
BVR,50,2017-09-19,NA      ,0.1,T,0.586,0.089,1,1
BVR,50,2017-09-19,NA      ,3,S,0.084,0.007,1,1
BVR,50,2017-09-19,NA      ,3,T,0.556,0.105,1,1
BVR,50,2017-09-19,NA      ,6,S,3.911,1.562,1,1
BVR,50,2017-09-19,NA      ,6,T,4.128,1.407,1,1
BVR,50,2017-09-19,NA      ,9,S,23.045,2.706,1,1
BVR,50,2017-09-19,NA      ,9,T,21.711,2.671,1,1
BVR,50,2017-10-03,NA      ,0.1,S,0.116,0.001,1,1
BVR,50,2017-10-03,NA      ,0.1,T,0.57,0.06,1,1
BVR,50,2017-10-03,NA      ,3,S,0.051,0.007,1,1
BVR,50,2017-10-03,NA      ,3,T,0.505,0.057,1,1
BVR,50,2017-10-03,NA      ,6,S,8.005,2.227,1,1
BVR,50,2017-10-03,NA      ,6,T,8.166,2.226,1,1
BVR,50,2017-10-03,NA      ,9,S,24.397,2.749,1,1
BVR,50,2017-10-03,NA      ,9,T,26.022,2.799,1,1
BVR,50,2017-10-17,NA      ,0.1,S,0.05,0.008,1,1
BVR,50,2017-10-17,NA      ,0.1,T,0.516,0.103,1,1
BVR,50,2017-10-17,NA      ,3,S,0.055,0.014,1,1
BVR,50,2017-10-17,NA      ,3,T,0.529,0.111,1,1
BVR,50,2017-10-17,NA      ,6,S,5.753,1.983,1,1
BVR,50,2017-10-17,NA      ,6,T,5.565,1.91,1,1
BVR,50,2017-10-17,NA      ,9,S,26.781,2.852,1,1
BVR,50,2017-10-17,NA      ,9,T,26.442,2.832,1,1
BVR,50,2017-11-07,NA      ,0.1,S,0.114,0.569,1,1
BVR,50,2017-11-07,NA      ,0.1,T,2.995,0.652,1,1
BVR,50,2017-11-07,NA      ,3,S,0.222,0.569,1,1
BVR,50,2017-11-07,NA      ,3,T,2.941,0.646,1,1
BVR,50,2017-11-07,NA      ,6,S,0.211,0.572,1,1
BVR,50,2017-11-07,NA      ,6,T,2.955,0.653,1,1
BVR,50,2017-11-07,NA      ,9,S,0.178,0.665,1,1
BVR,50,2017-11-07,NA      ,9,T,3.293,0.716,1,1
BVR,50,2018-05-10,NA      ,0.1,S,0.572,0.002,1,1
BVR,50,2018-05-10,NA      ,0.1,T,1.193,0.035,1,1
BVR,50,2018-05-10,NA      ,3,S,0.604,0.003,1,1
BVR,50,2018-05-10,NA      ,3,T,1.38,0.048,1,1
BVR,50,2018-05-10,NA      ,6,S,0.718,0.004,1,1
BVR,50,2018-05-10,NA      ,6,T,1.757,0.179,1,1
BVR,50,2018-05-10,NA      ,9,S,0.196,0.535,1,1
BVR,50,2018-05-10,NA      ,9,T,6.259,1.066,1,1
BVR,50,2018-05-10,NA      ,11,S,7.456,1.815,1,1
BVR,50,2018-05-10,NA      ,11,T,NA,NA,1,1
BVR,50,2018-05-17,NA      ,0.1,S,0.201,0.001,1,1
BVR,50,2018-05-17,NA      ,0.1,T,0.879,0.039,1,1
BVR,50,2018-05-17,NA      ,3,S,0.351,0.004,1,1
BVR,50,2018-05-17,NA      ,3,T,1.251,0.037,1,1
BVR,50,2018-05-17,NA      ,6,S,0.494,0.004,1,1
BVR,50,2018-05-17,NA      ,6,T,1.636,0.106,1,1
BVR,50,2018-05-17,NA      ,9,S,0.257,0.603,1,1
BVR,50,2018-05-17,NA      ,9,T,4.339,0.9,1,1
BVR,50,2018-05-17,NA      ,11,S,NA,NA,1,1
BVR,50,2018-05-17,NA      ,11,T,10.966,1.641,1,1
BVR,50,2018-05-24,NA      ,0.1,S,0.114,0.002,1,1
BVR,50,2018-05-24,NA      ,0.1,T,0.43,0.036,1,1
BVR,50,2018-05-24,NA      ,3,S,0.128,0.003,1,1
BVR,50,2018-05-24,NA      ,3,T,0.473,0.027,1,1
BVR,50,2018-05-24,NA      ,6,S,0.395,0.007,1,1
BVR,50,2018-05-24,NA      ,6,T,1.304,0.096,1,1
BVR,50,2018-05-24,NA      ,9,S,1.133,1.637,1,1
BVR,50,2018-05-24,NA      ,9,T,4.912,1.802,1,1
BVR,50,2018-05-24,NA      ,11,S,7.795,2.12,1,1
BVR,50,2018-05-24,NA      ,11,T,9.403,1.898,1,1
BVR,50,2018-05-31,NA      ,0.1,S,0.104,0.001,1,1
BVR,50,2018-05-31,NA      ,0.1,T,0.343,0.033,1,1
BVR,50,2018-05-31,NA      ,3,S,0.078,0.005,1,1
BVR,50,2018-05-31,NA      ,3,T,0.235,0.039,1,1
BVR,50,2018-05-31,NA      ,6,S,0.141,0.004,1,1
BVR,50,2018-05-31,NA      ,6,T,0.544,0.041,1,1
BVR,50,2018-05-31,NA      ,9,S,1.954,1.042,1,1
BVR,50,2018-05-31,NA      ,9,T,3.476,1.296,1,1
BVR,50,2018-06-07,NA      ,0.1,S,0.113,0.002,1,1
BVR,50,2018-06-07,NA      ,0.1,T,0.363,0.024,1,1
BVR,50,2018-06-07,NA      ,3,S,0.112,0.004,1,1
BVR,50,2018-06-07,NA      ,3,T,0.29,0.02,1,1
BVR,50,2018-06-07,NA      ,6,S,0.093,0.045,1,1
BVR,50,2018-06-07,NA      ,6,T,0.359,0.11,1,1
BVR,50,2018-06-07,NA      ,9,S,1.822,0.694,1,1
BVR,50,2018-06-07,NA      ,9,T,3.18,1.005,1,1
BVR,50,2018-06-14,NA      ,0.1,S,0.127,0.002,1,1
BVR,50,2018-06-14,NA      ,0.1,T,0.508,0.025,1,1
BVR,50,2018-06-14,NA      ,3,S,0.057,0.001,1,1
BVR,50,2018-06-14,NA      ,3,T,0.237,0.028,1,1
BVR,50,2018-06-14,NA      ,6,S,0.109,0.038,1,1
BVR,50,2018-06-14,NA      ,6,T,0.371,0.091,1,1
BVR,50,2018-06-14,NA      ,9,S,3.743,1.312,1,1
BVR,50,2018-06-14,NA      ,9,T,3.56,1.26,1,1
BVR,50,2018-06-21,NA      ,0.1,S,0.195,0.002,1,1
BVR,50,2018-06-21,NA      ,0.1,T,0.469,0.024,1,1
BVR,50,2018-06-21,NA      ,3,S,0.148,0.001,1,1
BVR,50,2018-06-21,NA      ,3,T,0.448,0.026,1,1
BVR,50,2018-06-21,NA      ,6,S,0.095,0.158,1,1
BVR,50,2018-06-21,NA      ,6,T,0.572,0.262,1,1
BVR,50,2018-06-21,NA      ,9,S,6.377,1.421,1,1
BVR,50,2018-06-21,NA      ,9,T,5.916,1.362,1,1
BVR,50,2018-06-21,NA      ,11,S,19.045,1.901,1,1
BVR,50,2018-06-21,NA      ,11,T,17.554,1.794,1,1
BVR,50,2018-06-28,NA      ,0.1,S,0.269,0.001,1,1
BVR,50,2018-06-28,NA      ,0.1,T,0.569,0.028,1,1
BVR,50,2018-06-28,NA      ,3,S,0.196,0.376,1,1
BVR,50,2018-06-28,NA      ,3,T,0.794,0.43,1,1
BVR,50,2018-06-28,NA      ,6,S,0.305,0.001,1,1
BVR,50,2018-06-28,NA      ,6,T,0.563,0.028,1,1
BVR,50,2018-06-28,NA      ,9,S,10.633,1.758,1,1
BVR,50,2018-06-28,NA      ,9,T,11.01,1.776,1,1
BVR,50,2018-06-28,NA      ,11,S,16.764,1.798,1,1
BVR,50,2018-06-28,NA      ,11,T,21.1,2.03,1,1
BVR,50,2018-07-05,NA      ,0.1,S,0.265,0.001,1,1
BVR,50,2018-07-05,NA      ,0.1,T,0.475,0.019,1,1
BVR,50,2018-07-05,NA      ,3,S,0.208,0.003,1,1
BVR,50,2018-07-05,NA      ,3,T,0.471,0.025,1,1
BVR,50,2018-07-05,NA      ,6,S,0.272,0.439,1,1
BVR,50,2018-07-05,NA      ,6,T,0.683,0.431,1,1
BVR,50,2018-07-05,NA      ,9,S,8.334,1.45,1,1
BVR,50,2018-07-05,NA      ,9,T,8.359,1.447,1,1
BVR,50,2018-07-05,NA      ,11,S,12.502,1.691,1,1
BVR,50,2018-07-05,NA      ,11,T,13.311,1.767,1,1
BVR,50,2018-07-19,NA      ,0.1,S,0.535,0.01,1,1
BVR,50,2018-07-19,NA      ,0.1,T,0.673,0.027,1,1
BVR,50,2018-07-19,NA      ,3,S,0.33,0.019,1,1
BVR,50,2018-07-19,NA      ,3,T,0.562,0.032,1,1
BVR,50,2018-07-19,NA      ,6,S,0.545,0.01,1,1
BVR,50,2018-07-19,NA      ,6,T,1.258,0.584,1,1
BVR,50,2018-07-19,NA      ,9,S,14.427,1.989,1,1
BVR,50,2018-07-19,NA      ,9,T,14.562,2.011,1,1
BVR,50,2018-07-19,NA      ,11,S,16.037,1.947,1,1
BVR,50,2018-07-19,NA      ,11,T,16.104,1.932,1,1
BVR,50,2018-08-02,NA      ,0.1,S,0.232,0.001,1,1
BVR,50,2018-08-02,NA      ,0.1,T,0.512,0.015,1,1
BVR,50,2018-08-02,NA      ,3,S,0.181,0.002,1,1
BVR,50,2018-08-02,NA      ,3,T,0.488,0.02,1,1
BVR,50,2018-08-02,NA      ,6,S,1.171,0.81,1,1
BVR,50,2018-08-02,NA      ,6,T,1.514,0.808,1,1
BVR,50,2018-08-02,NA      ,9,S,13.21,1.844,1,1
BVR,50,2018-08-02,NA      ,9,T,13.291,1.884,1,1
BVR,50,2018-08-02,NA      ,11,S,17.155,2.068,1,1
BVR,50,2018-08-02,NA      ,11,T,18.279,2.104,1,1
